"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of previous modifications","Number of previous fixes","Number of committers","Number of developer commits","Number of bugs"
"L137508","IoPrimitiveUtils.java","community/kernel/src/main/java/org/neo4j/kernel/impl/util/IoPrimitiveUtils.java","L137485","20","0","225","28","0","8","505","0"
"L137509","JobScheduler.java","community/kernel/src/main/java/org/neo4j/kernel/impl/util/JobScheduler.java","L137485","1","0","24","29","0","9","2319","0"
"L137510","LazySingleReference.java","community/kernel/src/main/java/org/neo4j/kernel/impl/util/LazySingleReference.java","L137485","3","0","31","8","0","5","412","0"
"L137511","Listener.java","community/kernel/src/main/java/org/neo4j/kernel/impl/util/Listener.java","L137485","1","0","5","2","0","1","5350","0"
"L137512","MovingAverage.java","community/kernel/src/main/java/org/neo4j/kernel/impl/util/MovingAverage.java","L137485","3","0","42","4","0","2","5350","0"
"L137513","Neo4jJobScheduler.java","community/kernel/src/main/java/org/neo4j/kernel/impl/util/Neo4jJobScheduler.java","L137485","8","0","99","38","0","9","505","0"
"L137514","NumberAwareStringComparator.java","community/kernel/src/main/java/org/neo4j/kernel/impl/util/NumberAwareStringComparator.java","L137485","9","0","58","3","0","2","665","0"
"L137515","OutOfOrderSequence.java","community/kernel/src/main/java/org/neo4j/kernel/impl/util/OutOfOrderSequence.java","L137485","1","0","9","5","0","3","815","0"
"L137516","PrimitiveLongResourceIterator.java","community/kernel/src/main/java/org/neo4j/kernel/impl/util/PrimitiveLongResourceIterator.java","L137485","1","0","6","3","0","2","5350","0"
"L137517","Providers.java","community/kernel/src/main/java/org/neo4j/kernel/impl/util/Providers.java","L137485","1","0","16","7","0","3","412","0"
"L137518","RelationshipFilter.java","community/kernel/src/main/java/org/neo4j/kernel/impl/util/RelationshipFilter.java","L137485","1","0","14","9","0","1","5350","0"
"L137519","RelIdArray.java","community/kernel/src/main/java/org/neo4j/kernel/impl/util/RelIdArray.java","L137485","61","0","814","84","0","12","5350","0"
"L137520","RelIdArrayWithLoops.java","community/kernel/src/main/java/org/neo4j/kernel/impl/util/RelIdArrayWithLoops.java","L137485","2","0","54","27","0","8","5350","0"
"L137521","RelIdIterator.java","community/kernel/src/main/java/org/neo4j/kernel/impl/util/RelIdIterator.java","L137485","1","0","10","12","0","5","5350","0"
"L137522","ReusableIteratorCostume.java","community/kernel/src/main/java/org/neo4j/kernel/impl/util/ReusableIteratorCostume.java","L137485","1","0","32","4","0","3","815","0"
"L137523","SequenceArray.java","community/kernel/src/main/java/org/neo4j/kernel/impl/util/SequenceArray.java","L137485","11","0","114","5","0","3","815","0"
"L137524","SimplePool.java","community/kernel/src/main/java/org/neo4j/kernel/impl/util/SimplePool.java","L137485","7","0","56","4","0","1","5350","0"
"L137525","SingleNodePath.java","community/kernel/src/main/java/org/neo4j/kernel/impl/util/SingleNodePath.java","L137485","1","0","61","3","0","3","2319","0"
"L137526","StringBuilderStringLogger.java","community/kernel/src/main/java/org/neo4j/kernel/impl/util/StringBuilderStringLogger.java","L137485","1","0","49","4","0","3","665","0"
"L137527","StringLogger.java","community/kernel/src/main/java/org/neo4j/kernel/impl/util/StringLogger.java","L137485","29","0","634","97","0","20","2319","0"
"L137529","UnsatisfiedDependencyException.java","community/kernel/src/main/java/org/neo4j/kernel/impl/util/UnsatisfiedDependencyException.java","L137485","1","0","8","4","0","2","1296","0"
"L137530","Validator.java","community/kernel/src/main/java/org/neo4j/kernel/impl/util/Validator.java","L137485","1","0","5","2","0","1","5350","0"
"L137531","Validators.java","community/kernel/src/main/java/org/neo4j/kernel/impl/util/Validators.java","L137485","12","0","113","13","0","2","665","0"
"L137532","VersionedHashMap.java","community/kernel/src/main/java/org/neo4j/kernel/impl/util/VersionedHashMap.java","L137485","47","0","452","2","0","2","5350","0"
"L145092","DefaultTracerFactory.java","community/kernel/src/main/java/org/neo4j/kernel/monitoring/tracing/DefaultTracerFactory.java","L145091","1","0","22","2","0","2","1636","0"
"L145093","TracerFactory.java","community/kernel/src/main/java/org/neo4j/kernel/monitoring/tracing/TracerFactory.java","L145091","1","0","9","4","0","4","5350","0"
"L145094","Tracers.java","community/kernel/src/main/java/org/neo4j/kernel/monitoring/tracing/Tracers.java","L145091","6","0","46","4","0","3","665","0"
"L35070","AvailableMemoryCalculator.java","community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/cache/AvailableMemoryCalculator.java","L35069","1","0","39","12","0","3","815","0"
"L35071","ChunkedNumberArray.java","community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/cache/ChunkedNumberArray.java","L35069","5","0","59","7","0","1","5350","0"
"L35072","DynamicIntArray.java","community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/cache/DynamicIntArray.java","L35069","3","0","41","6","0","1","5350","0"
"L35073","DynamicLongArray.java","community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/cache/DynamicLongArray.java","L35069","3","0","41","27","0","6","5350","0"
"L35074","DynamicNumberArray.java","community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/cache/DynamicNumberArray.java","L35069","4","0","32","19","0","3","5350","0"
"L35075","FixedIntArray.java","community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/cache/FixedIntArray.java","L35069","3","0","36","4","0","1","5350","0"
"L35076","FixedLongArray.java","community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/cache/FixedLongArray.java","L35069","3","0","36","4","0","1","5350","0"
"L35077","FixedNumberArray.java","community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/cache/FixedNumberArray.java","L35069","1","0","16","4","0","1","5350","0"
"L35078","GatheringMemoryStatsVisitor.java","community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/cache/GatheringMemoryStatsVisitor.java","L35069","1","0","29","2","0","1","5350","0"
"L35079","HeapIntArray.java","community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/cache/HeapIntArray.java","L35069","2","0","50","10","0","1","5350","0"
"L35080","HeapLongArray.java","community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/cache/HeapLongArray.java","L35069","2","0","50","18","0","2","5350","0"
"L35081","HeapNumberArray.java","community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/cache/HeapNumberArray.java","L35069","1","0","18","10","0","3","5350","0"
"L35082","IdFieldManipulator.java","community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/cache/IdFieldManipulator.java","L35069","1","0","37","3","0","2","1296","0"
"L35083","IntArray.java","community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/cache/IntArray.java","L35069","1","0","8","14","0","2","5350","0"
"L35084","LongArray.java","community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/cache/LongArray.java","L35069","1","0","8","15","0","2","5350","0"
"L35085","LongBitsManipulator.java","community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/cache/LongBitsManipulator.java","L35069","10","0","89","5","0","2","5350","0"
"L35086","MemoryStatsVisitor.java","community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/cache/MemoryStatsVisitor.java","L35069","1","0","10","7","0","3","67","0"
"L35087","NextFieldManipulator.java","community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/cache/NextFieldManipulator.java","L35069","1","0","30","5","0","2","5350","0"
"L35088","NodeLabelsCache.java","community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/cache/NodeLabelsCache.java","L35069","10","0","125","17","0","5","5350","0"
"L35089","NodeRelationshipCache.java","community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/cache/NodeRelationshipCache.java","L35069","23","0","308","10","0","2","5350","0"
"L35090","NumberArray.java","community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/cache/NumberArray.java","L35069","1","0","10","14","0","2","5350","0"
"L35091","NumberArrayFactory.java","community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/cache/NumberArrayFactory.java","L35069","5","0","147","7","0","2","5350","0"
"L35092","OffHeapIntArray.java","community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/cache/OffHeapIntArray.java","L35069","4","0","54","13","0","2","5350","0"
"L35093","OffHeapLongArray.java","community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/cache/OffHeapLongArray.java","L35069","4","0","54","24","0","3","5350","0"
"L35094","OffHeapNumberArray.java","community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/cache/OffHeapNumberArray.java","L35069","7","0","62","10","0","3","5350","0"
"L37605","DynamicTaskExecutor.java","community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/executor/DynamicTaskExecutor.java","L37604","25","0","204","22","0","6","5350","0"
"L37606","Task.java","community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/executor/Task.java","L37604","1","0","6","4","0","1","5350","0"
"L37607","TaskExecutor.java","community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/executor/TaskExecutor.java","L37604","1","0","10","8","0","2","5350","0"
"L37608","Tasks.java","community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/executor/Tasks.java","L37604","1","0","16","4","0","1","5350","0"
"L37961","BadCollector.java","community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/input/BadCollector.java","L37960","6","0","79","5","0","2","5350","0"
"L37962","Collector.java","community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/input/Collector.java","L37960","1","0","11","6","0","2","5350","0"
"L37963","Collectors.java","community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/input/Collectors.java","L37960","3","0","34","6","0","2","5350","0"
"L37964","DataException.java","community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/input/DataException.java","L37960","1","0","8","2","0","2","101","0"
"L37965","DuplicateHeaderException.java","community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/input/DuplicateHeaderException.java","L37960","1","0","22","2","0","1","5350","0"
"L37966","Group.java","community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/input/Group.java","L37960","2","0","48","16","0","3","5350","0"
"L37967","Groups.java","community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/input/Groups.java","L37960","5","0","35","9","0","2","5350","0"
"L37968","HeaderException.java","community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/input/HeaderException.java","L37960","1","0","8","4","0","2","101","0"
"L37969","Input.java","community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/input/Input.java","L37960","1","0","15","14","0","4","5350","0"
"L37970","InputCache.java","community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/input/InputCache.java","L37960","2","0","120","10","0","4","412","0"
"L37971","InputEntity.java","community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/input/InputEntity.java","L37960","15","0","141","21","0","3","59","0"
"L37972","InputEntityCacher.java","community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/input/InputEntityCacher.java","L37960","8","0","112","3","0","1","5350","0"
"L37973","InputEntityDecorators.java","community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/input/InputEntityDecorators.java","L37960","9","0","68","6","0","1","5350","0"
"L37974","InputEntityReader.java","community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/input/InputEntityReader.java","L37960","14","0","147","3","0","1","5350","0"
"L37975","InputException.java","community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/input/InputException.java","L37960","1","0","12","2","0","1","5350","0"
"L37976","InputNode.java","community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/input/InputNode.java","L37960","4","0","65","19","0","3","59","0"
"L37977","InputNodeCacher.java","community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/input/InputNodeCacher.java","L37960","4","0","47","3","0","1","5350","0"
"L37978","InputNodeReader.java","community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/input/InputNodeReader.java","L37960","14","0","75","3","0","1","5350","0"
"L37979","InputRelationship.java","community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/input/InputRelationship.java","L37960","2","0","98","21","0","4","5350","0"
"L37980","InputRelationshipCacher.java","community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/input/InputRelationshipCacher.java","L37960","5","0","51","3","0","1","5350","0"
"L37981","InputRelationshipReader.java","community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/input/InputRelationshipReader.java","L37960","10","0","42","3","0","1","5350","0"
"L37982","Inputs.java","community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/input/Inputs.java","L37960","1","0","68","29","0","6","5350","0"
"L37983","MissingHeaderException.java","community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/input/MissingHeaderException.java","L37960","1","0","15","2","0","1","5350","0"
"L37984","Receiver.java","community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/input/Receiver.java","L37960","1","0","7","3","0","1","5350","0"
"L37985","SourceInputIterator.java","community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/input/SourceInputIterator.java","L37960","1","0","32","2","0","2","59","0"
"L37986","UnexpectedEndOfInputException.java","community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/input/UnexpectedEndOfInputException.java","L37960","1","0","8","2","0","1","5350","0"
"L37987","UpdateBehaviour.java","community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/input/UpdateBehaviour.java","L37960","4","0","45","2","0","1","5350","0"
"L37988","ValueType.java","community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/input/ValueType.java","L37960","6","0","218","3","0","1","5350","0"
"L41574","AbstractStep.java","community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/staging/AbstractStep.java","L41573","15","0","214","46","0","8","665","0"
"L41575","BatchSender.java","community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/staging/BatchSender.java","L41573","1","0","5","4","0","1","5350","0"
"L41576","CoarseBoundedProgressExecutionMonitor.java","community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/staging/CoarseBoundedProgressExecutionMonitor.java","L41573","5","0","71","23","0","8","62","0"
"L41577","CoarseUnboundedProgressExecutionMonitor.java","community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/staging/CoarseUnboundedProgressExecutionMonitor.java","L41573","3","0","54","23","0","8","62","0"
"L41578","Configuration.java","community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/staging/Configuration.java","L41573","1","0","76","4","0","1","5350","0"
"L41579","DetailedExecutionMonitor.java","community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/staging/DetailedExecutionMonitor.java","L41573","8","0","66","29","0","8","62","0"
