@RELATION bughunter

@ATTRIBUTE "unique_id" STRING
@ATTRIBUTE "McCC" NUMERIC
@ATTRIBUTE "CLOC" NUMERIC
@ATTRIBUTE "LLOC" NUMERIC
@ATTRIBUTE "Number of previous modifications" NUMERIC
@ATTRIBUTE "Number of previous fixes" NUMERIC
@ATTRIBUTE "Number of committers" NUMERIC
@ATTRIBUTE "Number of developer commits" NUMERIC
@ATTRIBUTE "Bug class" {true,false}

@DATA
"L82962","2","0","40","13","0","9","199","false"
"L82963","1","0","22","5","0","4","310","false"
"L82964","1","0","9","3","0","3","310","false"
"L82965","1","0","8","1","0","1","2319","false"
"L82966","1","0","38","5","0","3","1636","false"
"L84062","9","0","121","5","0","3","533","false"
"L84063","3","0","33","9","0","5","665","false"
"L92877","1","0","99","34","0","7","1636","false"
"L92878","1","0","68","19","0","7","1636","false"
"L92879","8","0","50","7","0","2","5350","false"
"L92880","13","0","130","19","0","7","5350","false"
"L92881","1","0","14","2","0","2","2472","false"
"L92882","1","0","33","15","0","5","5350","false"
"L92883","1","0","71","33","0","10","665","false"
"L92884","1","0","5","2","0","2","533","false"
"L92885","1","0","41","16","0","8","665","false"
"L92886","4","0","313","52","0","8","5350","false"
"L92887","1","0","20","4","0","3","1636","false"
"L92888","57","0","653","176","0","20","2319","false"
"L92889","3","0","72","16","0","6","412","false"
"L92890","3","0","56","9","0","4","1636","false"
"L92891","1","0","5","2","0","2","1636","false"
"L92892","1","0","44","5","0","4","2319","false"
"L92893","15","0","232","83","1","13","665","false"
"L92894","1","0","12","2","0","2","5350","false"
"L92895","1","0","35","43","0","10","1636","false"
"L92896","1","0","5","2","0","2","2472","false"
"L92897","4","0","172","11","0","6","665","false"
"L92898","1","0","20","35","1","9","1636","false"
"L92899","1","0","6","2","0","2","2319","false"
"L92900","8","0","100","18","0","6","5350","false"
"L92901","6","0","131","7","0","3","665","false"
"L92902","1","0","117","38","0","7","1636","false"
"L92903","3","0","182","67","0","12","2319","false"
"L92904","13","0","104","21","0","7","815","false"
"L92905","1","0","57","20","0","7","1636","false"
"L92906","4","0","40","33","0","11","665","false"
"L92907","1","0","9","5","0","4","412","false"
"L92908","1","0","6","3","0","2","533","false"
"L92909","1","0","31","14","0","5","5350","false"
"L92910","9","0","118","29","0","12","67","false"
"L92911","10","0","82","23","0","11","67","false"
"L92912","1","0","48","6","0","4","5350","false"
"L92913","2","0","30","1","0","1","2319","false"
"L92914","1","0","27","13","0","5","2319","false"
"L97561","1","0","30","3","0","3","505","false"
"L98052","1","0","7","3","0","2","143","false"
"L98053","1","0","4","1","0","1","2319","false"
"L98054","1","0","62","33","0","13","828","false"
"L98055","1","0","26","9","0","4","815","false"
"L98056","1","0","4","1","0","1","2319","false"
"L98057","1","0","23","3","0","3","1296","false"
"L98058","1","0","19","3","0","3","815","false"
"L98059","1","0","27","5","0","3","505","false"
"L98060","1","0","40","12","0","4","1296","false"
"L98061","1","0","6","8","0","2","5350","false"
"L98062","1","0","10","2","0","2","665","false"
"L98063","1","0","4","3","0","2","665","false"
"L98064","1","0","4","1","0","1","2319","false"
"L98065","1","0","26","17","0","9","2472","false"
"L98066","1","0","9","5","0","4","412","false"
"L98067","1","0","20","1","0","1","2319","false"
"L98068","1","0","4","1","0","1","2319","false"
"L99043","6","0","123","28","0","8","665","false"
"L99203","12","0","177","8","0","6","815","false"
"L99204","8","0","114","20","0","9","412","false"
"L99205","1","0","8","4","0","3","199","false"
"L99206","5","0","119","13","0","6","5350","false"
"L99207","18","0","212","5","0","4","1296","false"
"L99208","29","0","329","37","0","10","5350","false"
"L99209","7","0","63","4","0","4","199","false"
"L99210","37","0","178","17","0","7","412","false"
"L99211","68","0","375","21","0","9","412","false"
"L99212","2","0","98","7","0","5","5350","false"
"L99213","6","0","47","7","0","5","2319","false"
"L99214","75","0","952","61","0","14","2472","false"
"L102091","7","0","447","101","1","16","828","false"
"L102092","1","0","6","6","0","4","5350","false"
"L102093","1","0","13","2","0","1","2319","false"
"L102094","29","0","678","102","0","16","828","false"
"L102095","25","0","413","53","0","10","2319","false"
"L102096","20","0","211","31","0","12","412","false"
"L102097","9","0","131","6","0","4","815","false"
"L102098","1","0","107","80","1","14","828","false"
"L111046","1","0","30","5","0","5","505","false"
"L111047","3","0","50","5","0","5","505","false"
"L111048","6","0","84","5","0","5","505","false"
"L111049","1","0","21","5","0","5","505","false"
"L111050","2","0","34","5","0","5","505","false"
"L111051","7","0","90","6","0","5","505","false"
"L111052","39","0","437","29","0","12","412","false"
"L112235","17","0","222","12","0","7","5350","false"
"L112236","2","0","31","3","0","2","665","false"
"L112237","1","0","20","2","0","2","665","false"
"L112238","12","0","131","12","0","6","665","false"
"L112239","1","0","8","2","0","2","665","false"
"L112240","6","0","63","3","0","2","665","false"
"L112241","1","0","17","10","0","7","5350","false"
"L112242","24","0","194","7","0","6","665","false"
"L112243","45","0","416","17","0","8","665","false"
"L114775","7","0","248","63","0","8","665","false"
"L114776","6","0","133","3","0","2","20","false"
"L114777","11","0","175","18","0","6","665","false"
"L114778","2","0","49","3","0","2","20","false"
"L114779","6","0","69","2","0","2","20","false"
"L114780","11","0","111","11","0","6","665","false"
"L114781","30","0","291","2","0","2","67","false"
"L114782","1","0","24","2","0","2","815","false"
"L116391","3","0","9","2","0","2","665","false"
"L116392","1","0","26","7","0","4","665","false"
"L117035","1","0","13","2","0","1","5350","false"
"L117036","50","0","470","7","0","3","5350","false"
"L117037","1","0","31","2","0","1","5350","false"
"L117038","1","0","5","2","0","1","5350","false"
"L117271","13","0","345","15","0","4","1636","false"
"L117272","3","0","78","2","0","2","20","false"
"L117273","20","0","235","2","0","2","815","false"
"L117274","17","0","367","12","0","4","815","false"
"L117275","1","0","6","2","0","2","20","false"
"L117276","1","0","20","4","0","3","20","false"
"L117277","4","0","318","7","0","2","1636","false"
"L117278","6","0","45","6","0","3","815","false"
"L117279","1","0","6","2","0","2","815","false"
"L117280","1","0","6","4","0","3","20","false"
"L117281","10","0","159","3","0","2","20","false"
"L117282","1","0","24","4","0","3","20","false"
"L117283","7","0","66","2","0","2","815","false"
"L117284","1","0","10","6","0","4","1636","false"
"L117285","1","0","5","4","0","3","1636","false"
"L117286","27","0","249","9","0","6","2319","false"
"L117287","35","0","237","4","0","3","20","false"
"L117288","1","0","6","2","0","2","815","false"
"L117289","16","0","339","7","0","4","665","false"
"L117290","1","0","8","6","0","4","20","false"
"L117291","15","0","196","6","0","4","20","false"
"L117292","1","0","6","4","0","2","20","false"
"L117293","1","0","6","2","0","2","20","false"
"L117294","1","0","12","5","0","3","20","false"
"L117295","1","0","44","2","0","2","20","false"
"L117296","1","0","46","2","0","2","20","false"
"L117297","1","0","13","2","0","2","815","false"
"L117298","1","0","94","2","0","2","20","false"
"L117299","3","0","49","5","0","3","20","false"
"L117300","1","0","28","2","0","2","20","false"
"L117301","6","0","153","7","0","2","1636","false"
"L117302","15","0","177","5","0","3","20","false"
"L117303","1","0","5","2","0","2","815","false"
"L117304","1","0","25","5","0","3","20","false"
"L117305","1","0","12","2","0","1","1636","false"
"L117306","2","0","19","2","0","2","20","false"
"L117307","1","0","11","2","0","2","20","false"
"L117308","1","0","5","3","0","2","20","false"
"L117309","1","0","12","2","0","2","815","false"
"L117310","1","0","10","2","0","2","20","false"
"L121475","1","0","25","2","0","1","5350","false"
"L121476","5","0","52","2","0","1","5350","false"
"L121477","1","0","18","2","0","1","5350","false"
"L121478","6","0","79","2","0","1","5350","false"
"L121479","11","0","164","2","0","1","5350","false"
"L121480","15","0","169","2","0","1","5350","false"
"L121481","1","0","13","2","0","1","5350","false"
"L121482","1","0","21","2","0","1","5350","false"
"L121483","10","0","146","7","0","2","199","false"
"L121484","7","0","129","10","0","6","412","false"
"L121485","1","0","22","4","0","2","665","false"
"L121486","28","0","193","8","0","4","815","false"
"L121487","1","0","27","2","0","1","5350","false"
"L121488","22","0","238","7","0","3","815","false"
"L121489","1","0","39","4","0","1","5350","false"
"L121490","1","0","5","2","0","1","5350","false"
"L121491","1","0","7","2","0","1","5350","false"
"L121492","3","0","25","2","0","1","5350","false"
"L121493","1","0","103","12","0","3","5350","false"
"L121494","5","0","140","6","0","3","5350","false"
"L121495","1","0","13","3","0","1","5350","false"
"L121496","6","0","89","2","0","1","5350","false"
"L121497","5","0","65","2","0","1","5350","false"
"L122836","12","0","136","8","0","4","665","false"
"L122837","1","0","38","2","0","2","665","false"
"L122838","5","0","67","5","0","3","665","false"
"L122839","1","0","19","3","0","2","665","false"
"L122840","11","0","167","9","0","5","665","false"
"L122841","1","0","25","4","0","3","5350","false"
"L122842","1","0","9","2","0","2","665","false"
"L122843","12","0","156","5","0","3","665","false"
"L122844","1","0","44","2","0","2","665","false"
"L125590","1","0","48","2","0","2","20","false"
"L125591","6","0","96","9","0","5","5350","false"
"L125592","4","0","46","3","0","2","20","false"
"L125593","14","0","152","4","0","3","5350","false"
"L125594","8","0","89","4","0","3","5350","false"
"L125924","1","0","13","48","0","13","59","false"
"L125925","2","0","86","44","0","12","59","false"
"L125926","1","0","12","58","0","11","665","false"
"L126976","1","0","7","8","0","6","1296","false"
"L126977","1","0","13","5","0","4","7","false"
"L126978","2","0","39","17","0","10","665","false"
"L127964","6","0","138","7","0","4","5350","false"
"L127965","9","0","440","14","0","6","815","false"
"L127966","1","0","7","2","0","1","5350","false"
"L127967","11","0","101","6","0","2","5350","false"
"L127968","1","0","23","2","0","1","5350","false"
"L127969","1","0","69","4","0","2","5350","false"
"L127970","9","0","217","11","0","7","5350","false"
"L127971","18","0","166","25","0","8","5350","false"
"L127972","2","0","50","5","0","3","412","false"
"L127973","1","0","44","4","0","2","5350","false"
"L127974","1","0","8","4","0","2","5350","false"
"L127975","1","0","258","9","0","7","2319","false"
"L127976","1","0","22","2","0","2","815","false"
"L127977","17","0","149","18","0","6","2319","false"
"L127978","61","0","480","7","0","4","1296","false"
"L127979","65","0","498","6","0","4","1296","false"
"L127980","90","0","714","12","0","6","292","false"
"L127981","90","0","720","8","0","5","815","false"
"L127982","3","0","54","4","0","1","5350","false"
"L129441","11","0","247","7","0","3","5350","false"
"L129442","34","0","393","15","0","6","815","false"
"L129443","1","0","5","6","0","2","5350","false"
"L129444","1","0","46","2","0","2","5350","false"
"L129445","1","0","19","2","0","2","5350","false"
"L129447","1","0","26","2","0","2","1296","false"
"L129450","1","0","4","2","0","2","5350","false"
"L129451","1","0","18","10","0","5","5350","false"
"L129453","4","0","38","6","0","5","1636","false"
"L129454","4","0","71","12","0","7","5350","false"
"L129456","1","0","12","7","0","2","5350","false"
"L129458","2","0","29","3","0","1","5350","false"
"L129459","1","0","11","4","1","3","143","false"
"L129460","1","0","32","9","0","6","1636","false"
"L129461","3","0","38","8","0","5","1636","false"
"L129463","1","0","5","2","0","1","5350","false"
"L129464","1","0","7","2","0","2","815","false"
"L129467","1","0","26","2","0","2","665","false"
"L129468","8","0","201","21","1","10","67","false"
"L129469","5","0","62","2","0","2","5350","false"
"L129470","4","0","85","2","0","2","20","false"
"L129471","16","0","199","29","0","9","5350","false"
"L129472","7","0","159","6","0","3","815","false"
"L129473","5","0","70","4","0","4","199","false"
"L129474","14","0","145","6","0","5","1296","false"
"L129475","6","0","128","15","0","5","412","false"
"L129476","1","0","6","2","0","1","5350","false"
"L129479","7","0","122","2","0","1","5350","false"
"L129482","2","0","70","7","0","3","1636","false"
"L129483","1","0","64","12","0","6","5350","false"
"L129484","1","0","16","2","0","2","5350","false"
"L129485","1","0","10","12","0","4","5350","false"
"L129486","1","0","16","11","0","5","1636","false"
"L129487","1","0","20","2","0","2","5350","false"
"L129490","1","0","15","5","0","2","1296","false"
"L132328","4","0","49","4","0","1","5350","false"
"L132329","1","0","86","6","0","1","5350","false"
"L132330","8","0","112","4","0","3","5350","false"
"L132332","3","0","18","2","0","1","5350","false"
"L132333","7","0","61","2","0","2","815","false"
"L132334","7","0","70","5","0","4","665","false"
"L132335","38","0","228","6","0","4","5350","false"
"L132336","5","0","263","4","0","3","815","false"
"L132337","15","0","134","6","0","3","1296","false"
"L132338","30","0","329","26","1","6","665","false"
"L132341","3","0","182","10","0","2","5350","false"
"L132343","1","0","10","2","0","2","5350","false"
"L132344","23","0","209","3","0","3","4","true"
"L132345","12","0","128","2","0","2","815","false"
"L132346","8","0","82","10","0","3","5350","false"
"L132348","9","0","87","2","0","2","815","false"
"L132349","1","0","29","6","0","1","5350","false"
"L132350","1","0","25","8","0","2","5350","false"
"L132351","12","0","196","12","0","4","412","false"
"L132352","2","0","118","8","0","2","5350","false"
"L132353","1","0","9","5","0","4","199","false"
"L132354","2","0","62","16","0","7","5350","false"
"L132355","35","0","265","6","0","3","5350","false"
"L132356","3","0","167","2","0","2","5350","false"
"L132357","26","0","204","2","0","1","5350","false"
"L132358","30","0","208","2","0","1","5350","false"
"L132364","1","0","4","4","0","3","5350","false"
"L132365","24","0","375","15","0","5","5350","false"
"L135083","1","0","30","4","0","4","5350","false"
"L135084","1","0","42","4","0","4","5350","false"
"L135085","1","0","13","4","0","4","5350","false"
"L135086","1","0","13","4","0","4","5350","false"
"L135087","1","0","13","4","0","4","5350","false"
"L135088","1","0","13","4","0","4","5350","false"
"L135089","1","0","13","2","0","2","1636","false"
"L135090","1","0","39","4","0","4","5350","false"
"L135091","1","0","13","4","0","4","5350","false"
"L137943","10","0","147","4","0","3","1404","false"
"L137944","1","0","8","2","0","2","199","false"
"L137945","1","0","8","2","0","2","199","false"
"L137946","12","0","89","3","0","3","5350","false"
"L137947","15","0","142","4","0","3","5350","false"
"L138226","4","0","50","4","0","2","2319","false"
